public_id,name,slug,category,facility_status,stage_of_development,is_live,is_under_construction,longitude,latitude,city,admin_region,country_code,company_id,dcbyte_url
Rjx9ew,Avalon 1 (Campus),avalon-1-(campus),Colocation,Open,live,True,False,9.103738,45.475584,Figino,Lombardy,IT,zWMp3l,https://app.dcbyte.com/property/avalon-1-(campus)
R0lbQR,,reef-group-didcot-data-centre,Self-build,Open,landbanked,False,False,-1.247054238,51.624845574,Didcot,England,GB,,https://app.dcbyte.com/property/reef-group-didcot-data-centre
RKlX4G,,yinghai-cloud-data-center,Self-build,Open,live,True,False,116.489315764,39.723484125,Qingyundian,Beijing,CN,,https://app.dcbyte.com/property/yinghai-cloud-data-center
BJV0NB,Berlin Gradestrasse,lumen-technologies-berlin-gradestrasse,Colocation,Open,live,True,False,13.428282,52.453029,Britz,Berlin,DE,V2kZ5E,https://app.dcbyte.com/property/lumen-technologies-berlin-gradestrasse
w9DZ8G,Järvenpää,järvenpää,Colocation,Open,early_stage,False,False,25.06488713,60.507309243,Jaervenpaeae,Uusimaa,FI,4EKzRW,https://app.dcbyte.com/property/järvenpää
BJvd5B,CN33,cn33,Colocation,Open,live,True,False,115.821428418,40.322457924,Kangzhuang,Beijing,CN,zWMXvl,https://app.dcbyte.com/property/cn33
RjmN8B,Data Center Location B,carriercolo-data-center-location-b,Colocation,Open,live,True,False,13.369315,52.502023,Tiergarten Bezirk,Berlin,DE,gEAG8l,https://app.dcbyte.com/property/carriercolo-data-center-location-b
B1AnVB,LF5,lf5,Colocation,Open,live,True,False,116.763922517,39.461846159,Langfang,Hebei,CN,z2wv3E,https://app.dcbyte.com/property/lf5
BgqeKG,Data Center Caracas Venezuela,lumen-technologies-data-center-caracas-venezuela,Colocation,Open,live,True,False,-66.807196,10.493022,Los Dos Caminos,Miranda,VE,lqoX3E,https://app.dcbyte.com/property/lumen-technologies-data-center-caracas-venezuela
woWekw,Bruyères-le-Châtel,bruyères-le-châtel,Colocation,Open,"live, under_construction, committed",True,True,2.197288124,48.598008009,Bruyeres-le-Chatel,Ile-de-France,FR,lL15mW,https://app.dcbyte.com/property/bruyères-le-châtel
w9Dg7G,Brightray TH01,brightray-th01,Colocation,Open,early_stage,False,False,100.984202771,13.439599156,Chon Buri,Chon Buri,TH,lopmaW,https://app.dcbyte.com/property/brightray-th01
Gz9M7R,Data Center Curitiba Brazil,lumen-technologies-data-center-curitiba-brazil,Colocation,Open,live,True,False,-49.35024684,-25.470251757,Curitiba,Parana,BR,lqoX3E,https://app.dcbyte.com/property/lumen-technologies-data-center-curitiba-brazil
RYKZ4w,BJ15,bj15,Colocation,Open,live,True,False,116.534101806,40.213892529,Beishicao,Beijing,CN,z2wv3E,https://app.dcbyte.com/property/bj15
Gkx6Mw,London East,london-east-stellanor,Colocation,Open,live,True,False,-0.072543,51.513909,Bethnal Green,England,GB,WD5aaE,https://app.dcbyte.com/property/london-east-stellanor
B1QoMB,Peru Surco,peru-surco,Colocation,Open,live,True,False,-76.973006839,-12.088983509,La Molina,Lima,PE,lqoX3E,https://app.dcbyte.com/property/peru-surco
RjPoEw,,information-technology-operation-center,Self-build,Open,live,True,False,116.26210787,40.033785566,Xibeiwang,Beijing,CN,,https://app.dcbyte.com/property/information-technology-operation-center
RKaoqw,Buenos Aires,buenos-aires,Colocation,Open,live,True,False,-58.466856481,-34.589872497,Colegiales,Buenos Aires F.D.,AR,lqoX3E,https://app.dcbyte.com/property/buenos-aires
wov7eG,Frankfurt Ruesselsheimer,lumen-technologies-frankfurt-ruesselsheimer,Colocation,Open,live,True,False,8.62011,50.103661,Niederrad,Hesse,DE,V2kZ5E,https://app.dcbyte.com/property/lumen-technologies-frankfurt-ruesselsheimer
GrjW7G,Wendenstrasse,nawork-wendenstrasse,Colocation,Open,live,True,False,10.039074,53.550858,Borgfelde,Hamburg,DE,OWBy9l,https://app.dcbyte.com/property/nawork-wendenstrasse
R0a2WG,,tiscali-italia-milan,Self-build,Open,live,True,False,9.103883,45.476197,Figino,Lombardy,IT,,https://app.dcbyte.com/property/tiscali-italia-milan
GZNyLG,,akquinet-itzehoe-data-center,Self-build,Open,live,True,False,9.498701,53.934752,Itzehoe,Schleswig-Holstein,DE,,https://app.dcbyte.com/property/akquinet-itzehoe-data-center
rGkbxR,GEN02,gen02,Colocation,Open,live,True,False,6.2649886,46.413259,Gland,Vaud,CH,dW7KMW,https://app.dcbyte.com/property/gen02
GneOnR,,centro-tecnologico-mogi-mirim-dc1,Self-build,Open,live,True,False,-46.979603119,-22.490864773,Mogi Mirim,Sao Paulo,BR,,https://app.dcbyte.com/property/centro-tecnologico-mogi-mirim-dc1
BbnMaB,Hamburg Data Center,akquinet-hamburg-data-center,Colocation,Open,live,True,False,10.025577,53.611852,Alsterdorf,Hamburg,DE,zWMLDl,https://app.dcbyte.com/property/akquinet-hamburg-data-center
BgV2rw,Greater Noida DC Park,greater-noida-dc-park-,Colocation,Open,"under_construction, committed, early_stage, live",True,True,77.482614647,28.551522628,Dadri,Uttar Pradesh,IN,z2wXjl,https://app.dcbyte.com/property/greater-noida-dc-park-
GnX3yB,Grevenweg,nawork-grevenweg,Colocation,Open,live,True,False,10.043334,53.54853,Borgfelde,Hamburg,DE,OWBy9l,https://app.dcbyte.com/property/nawork-grevenweg
Rjm4NB,San Antonio,san-antonio,Colocation,Open,live,True,False,-98.390694,29.47573,Kirby,Texas,US,V2kO62,https://app.dcbyte.com/property/san-antonio
R4a3LG,,first-colo-data-center-werkhaus,Self-build,Open,live,True,False,8.742921,50.139577,Bad Vilbel,Hesse,DE,,https://app.dcbyte.com/property/first-colo-data-center-werkhaus
Gy52bG,Vienna Data Centre,datasix-vienna-data-centre,Colocation,Open,live,True,False,16.353399,48.192965,Vienna,Vienna,AT,6lvV9l,https://app.dcbyte.com/property/datasix-vienna-data-centre
GdJW7B,LF9,lf9,Colocation,Open,live,True,False,116.696901865,39.554212035,Langfang,Hebei,CN,z2wv3E,https://app.dcbyte.com/property/lf9
BgqxrG,,hiho-wzh2,Self-build,Open,live,True,False,8.799892,47.258371,Wolfhausen,Zurich,CH,,https://app.dcbyte.com/property/hiho-wzh2
BE12VB,MEL3,mel3-airtrunk,Colocation,Open,early_stage,False,False,144.853820055,-37.730981224,Keilor Park,Victoria,AU,b2Yv6l,https://app.dcbyte.com/property/mel3-airtrunk
Rj08Jw,,45-maylands-avenue,Self-build,Open,landbanked,False,False,-0.43921106,51.76169214,Hemel Hempstead,England,GB,,https://app.dcbyte.com/property/45-maylands-avenue
wM2OVB,Sabah Data Centre,sabah-data-centre,Colocation,Open,early_stage,False,False,116.053074787,5.953640866,Kota Kinabalu,Sabah,MY,2Pmb1l,https://app.dcbyte.com/property/sabah-data-centre
GdYmrw,Morbio Data Center,morbio-data-center,Colocation,Open,live,True,False,9.014614,45.848117,Morbio Inferiore,Ticino,CH,q26O9l,https://app.dcbyte.com/property/morbio-data-center
wOpAAB,FRA3,interxion-a-digital-realty-company-fra3,Colocation,Open,live,True,False,8.736084,50.119351,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra3
RxWDvB,,rrz,Self-build,Open,live,True,False,15.491352,47.028769,Raaba,Styria,AT,,https://app.dcbyte.com/property/rrz
GL2reB,MAD3,mad3,Colocation,Open,live,True,False,-3.62414,40.43419,San Blas,Madrid,ES,7EmxWb,https://app.dcbyte.com/property/mad3
GmK1LB,BRU1,digital-realty-bru1,Colocation,Open,live,True,False,4.47617,50.87034,Kraainem,Flanders,BE,7EmxWb,https://app.dcbyte.com/property/digital-realty-bru1
GrvWrG,,meta-mesa-campus,Self-build,Open,"live, under_construction",True,True,-111.631092014,33.341691422,Queen Creek,Arizona,US,,https://app.dcbyte.com/property/meta-mesa-campus
B7oaeB,MAD2,mad2,Colocation,Open,live,True,False,-3.62095,40.43965,San Blas,Madrid,ES,7EmxWb,https://app.dcbyte.com/property/mad2
BEoErG,LON3,lon3,Colocation,Open,live,True,False,-0.07271,51.521376,Bethnal Green,England,GB,7EmxWb,https://app.dcbyte.com/property/lon3
RpZXdw,Baden RZ,baden-rz,Colocation,Open,live,True,False,8.1852808,48.784069,Sinzheim,Baden-Wuerttemberg,DE,W0brw2,https://app.dcbyte.com/property/baden-rz
BE186B,Spata,spata-apto,Colocation,Open,committed,False,False,23.925157307,37.980015053,Spata,Attica,GR,lz7DMW,https://app.dcbyte.com/property/spata-apto
BE1vjB,Lake Mariner,lake-mariner,Colocation,Open,"under_construction, live",True,True,-78.606018462,43.359015799,Olcott,New York,US,EXg6qW,https://app.dcbyte.com/property/lake-mariner
JGm6mw,,brightsolid-dundee,Self-build,Open,live,True,False,-3.05479,56.46394,Muirhead,Scotland,GB,,https://app.dcbyte.com/property/brightsolid-dundee
Gm4KJR,Baku Main Data Center,baku-main-data-center-pasha,Colocation,Open,live,True,False,49.833643041,40.409506762,Bilajari,Baki,AZ,EjoBQ2,https://app.dcbyte.com/property/baku-main-data-center-pasha
RKLbVG,,nscale-loughton-data-centre,Self-build,Open,committed,False,False,0.090774308,51.646437821,Theydon Bois,England,GB,,https://app.dcbyte.com/property/nscale-loughton-data-centre
G33dAG,CN34,cn34,Colocation,Open,committed,False,False,115.8191327,40.320987626,Kangzhuang,Beijing,CN,zWMXvl,https://app.dcbyte.com/property/cn34
RNagnB,Yonghyeon Cloud Data Centre,yonghyeon-cloud-data-centre,Colocation,Open,early_stage,False,False,127.07940185,37.742695922,Uijeongbu-si,Gyeonggi-do,KR,l98G52,https://app.dcbyte.com/property/yonghyeon-cloud-data-centre
RpY9DG,TYO1,tyo1,Colocation,Open,live,True,False,139.72952311,35.712554121,Tokyo,Tokyo,JP,n2bj42,https://app.dcbyte.com/property/tyo1
G32v3R,Nova Campus Kouvola,nova-campus-kouvola,Colocation,Open,early_stage,False,False,26.649563914,60.904217768,Kouvola,Kymenlaakso,FI,2R0JZW,https://app.dcbyte.com/property/nova-campus-kouvola
B1pJ8w,NKG1,nkg1,Colocation,Open,"live, under_construction, committed",True,True,118.915092459,31.935572344,Dongshan,Jiangsu Sheng,CN,0EQabE,https://app.dcbyte.com/property/nkg1
R8LbZR,FRA7,interxion-a-digital-realty-company-fra7,Colocation,Open,live,True,False,8.734632,50.11953,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra7
GaDNKR,Sao Paulo 1,sao-paulo-1,Colocation,Open,live,True,False,-46.776024043,-23.492023061,Osasco,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/sao-paulo-1
G3Yr3B,STO1,interxion-a-digital-realty-company-sto1,Colocation,Open,live,True,False,17.917433,59.422637,Kista,Stockholm,SE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-sto1
BJV2rB,FRA11,interxion-a-digital-realty-company-fra11,Colocation,Open,live,True,False,8.738463148,50.119687467,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra11
Rpg5qB,FRA10,interxion-a-digital-realty-company-fra10,Colocation,Open,live,True,False,8.738421,50.119545,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra10
BbY16w,Tokyo Iidabashi Data Centre,kddi-telehouse-tokyo-iidabashi-data-centre,Colocation,Open,live,True,False,139.7504973,35.700704839,Tokyo,Tokyo,JP,DWJQln,https://app.dcbyte.com/property/kddi-telehouse-tokyo-iidabashi-data-centre
RxW6LB,Hortolândia 1,hortolândia-1,Colocation,Open,live,True,False,-47.178578501,-22.896275727,Hortolandia,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/hortolândia-1
G32VyR,MDCIL-3 - MATAM Haifa,mdcil-3-matam-haifa,Colocation,Open,early_stage,False,False,34.959292776,32.785836249,Tirat Karmel,Haifa,IL,268GPW,https://app.dcbyte.com/property/mdcil-3-matam-haifa
RKLazG,,absheron-aztelecom,Self-build,Open,under_construction,False,True,49.953485876,40.465818477,Zabrat,Baki,AZ,,https://app.dcbyte.com/property/absheron-aztelecom
GDPabG,FRA8,interxion-a-digital-realty-company-fra8,Colocation,Open,live,True,False,8.737901,50.119232,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra8
XRj9EB,ZH5,equinix-zh5,Colocation,Open,"live, committed",True,False,8.462050044,47.405595623,Oberengstringen / Zentrum,Zurich,CH,XW5rEZ,https://app.dcbyte.com/property/equinix-zh5
R2ZgbR,Manchester 2,pulsant-manchester-2,Colocation,Open,live,True,False,-2.324477981,53.461560893,Stretford,England,GB,m2P3EL,https://app.dcbyte.com/property/pulsant-manchester-2
BAy9yB,FRA9,interxion-a-digital-realty-company-fra9,Colocation,Open,live,True,False,8.737107,50.119743,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra9
wOpJDB,AMS8,ams8,Colocation,Open,live,True,False,4.742953,52.276351,Aalsmeer,North Holland,NL,7EmxWb,https://app.dcbyte.com/property/ams8
GlJzYB,AMS9,interxion-a-digital-realty-company-ams9,Colocation,Open,live,True,False,4.952672,52.356171,Diemen,North Holland,NL,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-ams9
GrvX7G,PHX-06,aligned-phx-06,Colocation,Open,under_construction,False,True,-111.886299223,33.266245311,Sun Lakes,Arizona,US,6WVJdW,https://app.dcbyte.com/property/aligned-phx-06
zwOlZB,MA4,equinix-ma4,Colocation,Open,live,True,False,-2.236733,53.462765,Hulme,England,GB,XW5rEZ,https://app.dcbyte.com/property/equinix-ma4
GlJbzB,Vivo Rio de Janeiro,vivo-rio-de-janeiro,Colocation,Open,live,True,False,-43.204125562,-22.901579242,Rio de Janeiro,Rio de Janeiro,BR,7lyA8l,https://app.dcbyte.com/property/vivo-rio-de-janeiro
w9xJgG,FRA14,interxion-a-digital-realty-company-fra14,Colocation,Open,live,True,False,8.736829,50.118934,Offenbach,Hesse,DE,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-fra14
GmKvLB,Key Center,key-center,Colocation,Open,"live, early_stage",True,False,-80.379798748,25.796175784,Sweetwater,Florida,US,WerjmE,https://app.dcbyte.com/property/key-center
RKaQ2w,Julian Camarillo,nabiax-julian-camarillo,Colocation,Open,live,True,False,-3.629832,40.433948,San Blas,Madrid,ES,Plo1VE,https://app.dcbyte.com/property/nabiax-julian-camarillo
Gz9XDR,Alcala DC1,alcala-dc1,Colocation,Open,live,True,False,-3.341585,40.519223,Meco,Madrid,ES,Plo1VE,https://app.dcbyte.com/property/alcala-dc1
G6n2bG,,icbc-shanghai-jiading,Self-build,Open,,False,False,121.2653,31.3756,Xinchenglu,Shanghai Shi,CN,,https://app.dcbyte.com/property/icbc-shanghai-jiading
B1jQVR,,hajigabul-azintelecom,Self-build,Open,under_construction,False,True,48.934559543,40.0288042,Haciqabul,Haciqabul,AZ,,https://app.dcbyte.com/property/hajigabul-azintelecom
G3MJPB,Yizhuang Kexin Cloud Computing Center,yizhuang-kexin-cloud-computing-center,Colocation,Open,live,True,False,116.489890274,39.727396502,Qingyundian,Beijing,CN,02rOql,https://app.dcbyte.com/property/yizhuang-kexin-cloud-computing-center
GkxN6w,MAN1,man1,Colocation,Open,live,True,False,-2.929550267,53.24534648,Mollington,England,GB,2wZmOE,https://app.dcbyte.com/property/man1
Gy5r9G,,gravelines-campus,Self-build,Open,live,True,False,2.154866,51.016292,Gravelines,Nord-Pas-de-Calais,FR,,https://app.dcbyte.com/property/gravelines-campus
wovEpG,DC SP02,dc-sp02,Colocation,Open,"live, under_construction, early_stage",True,True,-47.194848529,-22.900235016,Hortolandia,Sao Paulo,BR,Xl9LM2,https://app.dcbyte.com/property/dc-sp02
bGz6oG,TY4,equinix-ty4,Colocation,Open,live,True,False,139.765881965,35.688463205,Tokyo,Tokyo,JP,XW5rEZ,https://app.dcbyte.com/property/equinix-ty4
wenyLB,Gebze,turkcell-gebze,Colocation,Open,live,True,False,29.444824,40.823304,Gebze,Kocaeli,TR,dW74zE,https://app.dcbyte.com/property/turkcell-gebze
RQyo1R,MN3,mn3,Colocation,Open,live,True,False,121.004871079,14.561986093,Makati City,Metro Manila,PH,XW5rEZ,https://app.dcbyte.com/property/mn3
Grv08G,,sme16,Self-build,Open,live,True,False,106.823460555,-6.189618924,Jakarta,Jakarta Raya,ID,,https://app.dcbyte.com/property/sme16
Grjz5G,AMS10,interxion-a-digital-realty-company-ams10,Colocation,Open,live,True,False,4.741028693,52.275499881,Aalsmeer,North Holland,NL,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-ams10
GDKybR,,hämeenlinna,Self-build,Open,early_stage,False,False,24.464181759,60.958306873,Haemeenlinna,Haeme,FI,,https://app.dcbyte.com/property/hämeenlinna
GaDaKR,LPL1,lpl1,Colocation,Open,"live, early_stage",True,False,-2.972902987,53.343287943,Bromborough,England,GB,2wZmOE,https://app.dcbyte.com/property/lpl1
RYMedR,FRA-04-,fra-04-,Colocation,Open,committed,False,False,8.538952702,50.079748908,Kelsterbach,Hesse,DE,dW7O0W,https://app.dcbyte.com/property/fra-04-
RK8V5G,TYO4-5-6,tyo4-5-6,Colocation,Open,live,True,False,139.560554729,35.532335815,Machida,Tokyo,JP,n2bj42,https://app.dcbyte.com/property/tyo4-5-6
R88XPR,Sharjah,sharjah,Colocation,Open,live,True,False,55.4882874,25.3226204,Sharjah,Ash Shariqah,AE,2R06LW,https://app.dcbyte.com/property/sharjah
B7EzbG,MY04,bridgedc-my04,Colocation,Open,early_stage,False,False,101.614054588,2.82428538,Banting,Selangor,MY,J2RKZl,https://app.dcbyte.com/property/bridgedc-my04
R0XVgR,Gayrettepe,turk-telekom-gayrettepe,Colocation,Open,live,True,False,29.003723,41.064936,Sisli,Istanbul,TR,O2aOjW,https://app.dcbyte.com/property/turk-telekom-gayrettepe
R0lMWR,Hunting Hawk Tech Park,hunting-hawk-tech-park,Colocation,Open,early_stage,False,False,-77.615693276,37.713392817,Wyndham,Virginia,US,WxN3J2,https://app.dcbyte.com/property/hunting-hawk-tech-park
RQnp5G,,kddi-telehouse-tokyo-network-center-no-3,Self-build,Open,live,True,False,139.39540667,35.60907714,Hino,Tokyo,JP,,https://app.dcbyte.com/property/kddi-telehouse-tokyo-network-center-no-3
RNnldR,,lim1,Self-build,Open,live,True,False,8.062438,50.408779,Limburg an der Lahn,Hesse,DE,,https://app.dcbyte.com/property/lim1
RKanZw,,ovh-rbx2,Self-build,Open,live,True,False,3.2013,50.691184,Wattrelos,Nord-Pas-de-Calais,FR,,https://app.dcbyte.com/property/ovh-rbx2
B1QZ3B,,ovh-rbx1,Self-build,Open,live,True,False,3.19989,50.692979,Wattrelos,Nord-Pas-de-Calais,FR,,https://app.dcbyte.com/property/ovh-rbx1
Bb0qkG,Smyrna,365-data-centers-smyrna,Colocation,Open,live,True,False,-84.52243098,33.840991198,Smyrna,Georgia,US,W1O7p2,https://app.dcbyte.com/property/365-data-centers-smyrna
GzZlAG,CE01,ce01-,Colocation,Open,live,True,False,120.81225772,32.079699152,Tangzha,Jiangsu Sheng,CN,zWMXvl,https://app.dcbyte.com/property/ce01-
weJ8gB,Cloud Europe,cloud-europe-mediterra,Colocation,Open,live,True,False,12.629513545,41.932689059,Setteville,Latium,IT,WG5J42,https://app.dcbyte.com/property/cloud-europe-mediterra
GmKg9B,Zona Franca Bogota,zona-franca-bogota,Colocation,Open,live,True,False,-74.160313895,4.671853039,Funza,Cundinamarca,CO,8W1qAW,https://app.dcbyte.com/property/zona-franca-bogota
B1QJxB,AMS2,ams2,Colocation,Open,live,True,False,4.756218,52.279382,Aalsmeer,North Holland,NL,2wZmOE,https://app.dcbyte.com/property/ams2
wOp2kB,Berlin Data Centre,berlin-data-centre,Colocation,Open,live,True,False,13.186597,52.408533,Nikolassee,Berlin,DE,2wZmOE,https://app.dcbyte.com/property/berlin-data-centre
B1A03B,netXDC Osaka Center 1 (SO1),netxdc-osaka-center-1-(so1),Colocation,Open,live,True,False,135.492836364,34.811373707,Mino,Osaka,JP,6EjgX2,https://app.dcbyte.com/property/netxdc-osaka-center-1-(so1)
R8QnpG,,china-telecom-bei-ai-dc,Self-build,Open,live,True,False,121.531986168,31.185639555,Huamu,Shanghai Shi,CN,,https://app.dcbyte.com/property/china-telecom-bei-ai-dc
BqXoEw,Puerto Montt,puerto-montt,Colocation,Open,live,True,False,-73.02304706,-41.487138245,Puerto Montt,Los Lagos,CL,olzowW,https://app.dcbyte.com/property/puerto-montt
B1jv8R,,bramming,Self-build,Open,landbanked,False,False,8.661666905,55.477629625,Bramming,South Denmark,DK,,https://app.dcbyte.com/property/bramming
RpgAVB,London Citi,gtt-london-citi,Colocation,Open,live,True,False,-0.01779,51.504384,Poplar,England,GB,02r1BE,https://app.dcbyte.com/property/gtt-london-citi
G6bXnG,El Poblado,el-poblado,Colocation,Open,live,True,False,-75.573708336,6.216300462,Medellin,Antioquia,CO,olzowW,https://app.dcbyte.com/property/el-poblado
