public_id,name,slug,category,facility_status,stage_of_development,is_live,is_under_construction,longitude,latitude,city,admin_region,country_code,company_id,dcbyte_url
EG6mnR,Colozueri.ch,colozueri-ch,Colocation,Open,live,True,False,8.495474,47.383187,Zuerich (Kreis 9) / Albisrieden,Zurich,CH,OWDgal,https://app.dcbyte.com/property/colozueri-ch
qB1lVw,SEA3,sea3,Colocation,Open,live,True,False,-122.30163,47.841898,Lynnwood,Washington,US,WBB9RW,https://app.dcbyte.com/property/sea3
RvXNOw,Cayuga Data Center,cayuga-data-center,Colocation,Open,landbanked,False,False,-76.631221654,42.60632531,Trumansburg,New York,US,EXg6qW,https://app.dcbyte.com/property/cayuga-data-center
RQnNjG,IAD39,digital-realty-iad39,Colocation,Open,live,True,False,-77.46849131,39.007757454,Sterling,Virginia,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-iad39
jBEbjR,RWC1,att-rwc1,Colocation,Open,live,True,False,-122.200578373,37.480897145,North Fair Oaks,California,US,RWnVeW,https://app.dcbyte.com/property/att-rwc1
R88zZR,Forsyth Technology Campus,tramell-crow-company-forsyth-technology-campus,Colocation,Open,early_stage,False,False,-84.01171345,33.115522007,Forsyth,Georgia,US,lL55vW,https://app.dcbyte.com/property/tramell-crow-company-forsyth-technology-campus
Gk4p0w,Be'er Tuvia,keystone-be'er-tuvia,Colocation,Open,early_stage,False,False,34.753027597,31.721387686,Bene 'Ayish,Central District,IL,lz7L8W,https://app.dcbyte.com/property/keystone-be'er-tuvia
2Rpj3w,MRS1,mrs1,Colocation,Open,live,True,False,5.373720351,43.310958251,Marseille 03,Provence-Alpes-Cote d'Azur,FR,7EmxWb,https://app.dcbyte.com/property/mrs1
GaZ8mw,Lisbon,ar-telecom-lisbon-80,Colocation,Open,live,True,False,-9.169011,38.702697,Almada,Setubal,PT,lqpd92,https://app.dcbyte.com/property/ar-telecom-lisbon-80
GWZybR,Johor Data Centre 6,johor-data-centre-6,Colocation,Open,"live, committed",True,False,103.522292069,1.619132923,Kelapa Sawit,Johor,MY,WMraYE,https://app.dcbyte.com/property/johor-data-centre-6
DGngKw,MRS2,interxion-a-digital-realty-company-mrs2,Colocation,Open,live,True,False,5.347038,43.338714,Marseille 16,Provence-Alpes-Cote d'Azur,FR,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-mrs2
RYN6dG,Amyntaio,amyntaio-eunice,Colocation,Open,early_stage,False,False,21.41338104,40.782983594,Florina,West Macedonia,GR,2gXorl,https://app.dcbyte.com/property/amyntaio-eunice
zwO6ZG,EWR5,ewr5,Colocation,Open,live,True,False,-74.06914156,40.786350978,Secaucus,New Jersey,US,WBB9RW,https://app.dcbyte.com/property/ewr5
lR8NVw,PAR3,interxion-a-digital-realty-company-par3,Colocation,Open,live,True,False,2.362256,48.914614,Saint-Denis,Ile-de-France,FR,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-par3
BE1jdB,75 South Data Center Campus,75-south-data-center-campus,Colocation,Open,early_stage,False,False,-84.146121697,33.257056685,East Griffin,Georgia,US,2bqkzE,https://app.dcbyte.com/property/75-south-data-center-campus
XRjqmB,,goonhilly-earth-station-goonhilly-data-centre,Self-build,Open,live,True,False,-5.1812,50.048228,Mullion,England,GB,,https://app.dcbyte.com/property/goonhilly-earth-station-goonhilly-data-centre
JGmOvB,DB1,teraco-db1,Colocation,Open,live,True,False,30.991606395,-29.778428879,Berea,KwaZulu-Natal,ZA,0WeXOl,https://app.dcbyte.com/property/teraco-db1
R0lJKR,RJ04,rj04,Colocation,Open,"committed, early_stage",False,False,-43.381507636,-22.963383276,Nilopolis,Rio de Janeiro,BR,lL6MpE,https://app.dcbyte.com/property/rj04
Rj05Ew,,810-datacentre,Self-build,Open,live,True,False,0.7258648,51.3137727,Sittingbourne,England,GB,,https://app.dcbyte.com/property/810-datacentre
RpOnmB,South Valley,tract-south-valley,Colocation,Open,landbanked,False,False,-119.504048686,39.547715069,Stagecoach,Nevada,US,2k77B2,https://app.dcbyte.com/property/tract-south-valley
wOpmdB,P1,p1,Colocation,Open,"live, committed",True,False,115.895984351,-31.864331518,Embleton,Western Australia,AU,dW7p9E,https://app.dcbyte.com/property/p1
BX47PB,NewTelco Georgia,newtelco-newtelco-georgia,Colocation,Open,live,True,False,44.712630548,41.720830335,Tsqnet'i,,GE,0EQgOl,https://app.dcbyte.com/property/newtelco-newtelco-georgia
GL2jbB,B1,b1,Colocation,Open,live,True,False,153.029684853,-27.465532598,Brisbane,Queensland,AU,dW7p9E,https://app.dcbyte.com/property/b1
Rxn11w,,us-air-force-davis-monthan-air-force-data-center,Self-build,Open,early_stage,False,False,-110.889506997,32.16554479,Tucson,Arizona,US,,https://app.dcbyte.com/property/us-air-force-davis-monthan-air-force-data-center
BXJgaG,Project Bus,project-bus,Colocation,Open,early_stage,False,False,-85.065452497,33.704777439,Temple,Georgia,US,2k73B2,https://app.dcbyte.com/property/project-bus
wOpLdB,DFW VII – Garland,stream-dfw-vii-garland,Colocation,Open,live,True,False,-96.654273,32.983511,Murphy,Texas,US,aldM0W,https://app.dcbyte.com/property/stream-dfw-vii-garland
RN99dB,Grenoble,grenoble,Colocation,Open,live,True,False,5.688514821,45.168797114,Seyssinet-Pariset,Rhone-Alpes,FR,7lyPQ2,https://app.dcbyte.com/property/grenoble
RjmneB,LON3,rackspace-lon3,Colocation,Open,live,True,False,-0.618978,51.520304,Farnham Royal,England,GB,nEXDbE,https://app.dcbyte.com/property/rackspace-lon3
Gdz7bB,RIO AI City,rio-ai-city,Colocation,Open,early_stage,False,False,-43.376575691,-22.965770656,Sao Joao de Meriti,Rio de Janeiro,BR,lL6MpE,https://app.dcbyte.com/property/rio-ai-city
BJPeeG,Virginia Highlands,tract-virginia-highlands,Colocation,Open,landbanked,False,False,-119.531124901,39.437159811,Stagecoach,Nevada,US,2k77B2,https://app.dcbyte.com/property/tract-virginia-highlands
3RxNZw,AMS3,interxion-a-digital-realty-company-ams3,Colocation,Open,live,True,False,4.771006,52.28417,Aalsmeer,North Holland,NL,7EmxWb,https://app.dcbyte.com/property/interxion-a-digital-realty-company-ams3
RpgxmB,,mivitec-munich-city,Self-build,Open,live,True,False,11.661122,48.135675,Bogenhausen,Bavaria,DE,,https://app.dcbyte.com/property/mivitec-munich-city
VwMknR,Telehouse Singapore,kddi-telehouse-telehouse-singapore,Colocation,Open,live,True,False,103.921131264,1.322666226,Singapore,,SG,DWJQln,https://app.dcbyte.com/property/kddi-telehouse-telehouse-singapore
weJADB,Johor Data Centre 2,johor-data-centre-2,Colocation,Open,live,True,False,103.522292069,1.619132923,Kelapa Sawit,Johor,MY,WMraYE,https://app.dcbyte.com/property/johor-data-centre-2
wOpgPB,,regensburg-1,Self-build,Open,live,True,False,12.120449,49.016304,Regensburg,Bavaria,DE,,https://app.dcbyte.com/property/regensburg-1
R2JAWR,Birmingham 1,birmingham-1,Colocation,Open,early_stage,False,False,-1.882078706,52.496916872,Birmingham,England,GB,EAj5O2,https://app.dcbyte.com/property/birmingham-1
B1QM4B,MCI1,rackspace-mci1,Colocation,Open,live,True,False,-94.675861,39.290483,Weatherby Lake,Missouri,US,nEXDbE,https://app.dcbyte.com/property/rackspace-mci1
GnXDQB,SANTA CLARA I (CA1),santa-clara-i-(ca1),Colocation,Open,live,True,False,-121.973639212,37.372549009,Santa Clara,California,US,b2YA62,https://app.dcbyte.com/property/santa-clara-i-(ca1)
B1pP6w,,meta-singapore,Self-build,Open,"live, committed",True,False,103.703024,1.316997,Singapore,,SG,,https://app.dcbyte.com/property/meta-singapore
BAgvyG,Alcochete,alcochete,Colocation,Open,early_stage,False,False,-8.938998014,38.742906544,Alcochete,Setubal,PT,WMzK5E,https://app.dcbyte.com/property/alcochete
qR0yKG,ATL1,centersquare-atl1,Colocation,Open,"live, committed",True,False,-84.581222629,33.74424915,Mableton,Georgia,US,WBB9RW,https://app.dcbyte.com/property/centersquare-atl1
RjmlzB,M9,rostelecom-data-centers-m9,Colocation,Open,"live, under_construction",True,True,37.529292,55.652744,Cheremushki,Moskovskaya,RU,xW06e2,https://app.dcbyte.com/property/rostelecom-data-centers-m9
Grje1G,Moscow-I,rostelecom-data-centers-moscow-i,Colocation,Open,live,True,False,37.713161,55.717146,Tekstil'shchiki,Moscow,RU,xW06e2,https://app.dcbyte.com/property/rostelecom-data-centers-moscow-i
R8LOWR,Moscow-II,rostelecom-data-centers-moscow-ii,Colocation,Open,live,True,False,37.467898227,55.794508889,Khoroshevo-Mnevniki,Moskovskaya,RU,xW06e2,https://app.dcbyte.com/property/rostelecom-data-centers-moscow-ii
GDPeDG,Moscow-III,rostelecom-data-centers-moscow-iii,Colocation,Open,live,True,False,37.46816308,55.794936952,Khoroshevo-Mnevniki,Moskovskaya,RU,xW06e2,https://app.dcbyte.com/property/rostelecom-data-centers-moscow-iii
RQ6JeG,Project Maize,phoenix-michigan-city-industrial-investors-llc-project-maize,Colocation,Open,"under_construction, committed",False,True,-86.842820858,41.713453793,Trail Creek,Indiana,US,2aZ3Zl,https://app.dcbyte.com/property/phoenix-michigan-city-industrial-investors-llc-project-maize
RKL4PG,Johor Data Centre 4,johor-data-centre-4,Colocation,Open,committed,False,False,103.520416633,1.618807464,Kelapa Sawit,Johor,MY,WMraYE,https://app.dcbyte.com/property/johor-data-centre-4
wM2KqB,Hobart,powerhouse-data-centers-hobart,Colocation,Open,early_stage,False,False,-87.282222,41.501111,Hobart,Indiana,US,l98jK2,https://app.dcbyte.com/property/powerhouse-data-centers-hobart
wMPD9G,EDCAMS02,edgeconnex-edcams02,Colocation,Open,live,True,False,4.76688,52.28354,Aalsmeer,North Holland,NL,PWOPEL,https://app.dcbyte.com/property/edgeconnex-edcams02
GDKObR,Clarksville,serverfarm-clarksville,Colocation,Open,early_stage,False,False,-93.446252331,35.452979678,Clarksville,Arkansas,US,alddZl,https://app.dcbyte.com/property/serverfarm-clarksville
GDrNoB,,team-blue-zitcom-skanderborg,Self-build,Open,live,True,False,9.950780187,56.052841124,Skanderborg,Central Jutland,DK,,https://app.dcbyte.com/property/team-blue-zitcom-skanderborg
B1Q48B,Pyrmont Data Centre,pyrmont-data-centre,Colocation,Open,live,True,False,151.194567,-33.872341,Haberfield,New South Wales,AU,8W1o42,https://app.dcbyte.com/property/pyrmont-data-centre
Grje8G,Quebec City (QC2) Data Center Campus,vantage-quebec-city-(qc2)-data-center-campus,Colocation,Open,live,True,False,-71.306536,46.796331,L'Ancienne-Lorette,Quebec,CA,b2YA62,https://app.dcbyte.com/property/vantage-quebec-city-(qc2)-data-center-campus
GZNLdG,LCY10,echelon-lcy10,Colocation,Open,"live, under_construction",True,True,-0.018001935,51.495378901,Poplar,England,GB,PloDaW,https://app.dcbyte.com/property/echelon-lcy10
BbnJKB,MAD01,mad01,Colocation,Open,live,True,False,-3.647744,40.534976,Alcobendas,Madrid,ES,OWBjW6,https://app.dcbyte.com/property/mad01
wOvzdG,LIS001 & LIS002,lis001-and-lis002,Colocation,Open,"under_construction, committed",False,True,-9.230806702,38.722595233,Linda-a-Velha,Lisbon,PT,2PwmjE,https://app.dcbyte.com/property/lis001-and-lis002
RNa1LB,SC2,sc2,Colocation,Open,early_stage,False,False,153.09250788,-26.659997417,Mooloolaba,Queensland,AU,dW7p9E,https://app.dcbyte.com/property/sc2
RxWAoB,CAL-1,estruxture-cal-1,Colocation,Open,live,True,False,-113.955683004,50.992254436,Calgary,Alberta,CA,6EjQLW,https://app.dcbyte.com/property/estruxture-cal-1
B1j2OR,Johor Data Centre 5,johor-data-centre-5,Colocation,Open,committed,False,False,103.522292069,1.619132923,Kelapa Sawit,Johor,MY,WMraYE,https://app.dcbyte.com/property/johor-data-centre-5
R88P3R,DC Moeskroen,dc-moeskroen,Colocation,Open,under_construction,False,True,3.22876516,50.752199884,Mouscron,Wallonia,BE,DlLBpE,https://app.dcbyte.com/property/dc-moeskroen
GLjkAB,SMF01,prime-smf01,Colocation,Open,"under_construction, live, committed, early_stage",True,True,-121.406874589,38.643538341,Arden-Arcade,California,US,4EKzRW,https://app.dcbyte.com/property/prime-smf01
B7oKeB,SDC Manhattan,sdc-manhattan,Colocation,Open,"live, under_construction",True,True,-74.001153,40.710973,New York City,New York,US,7ly6QW,https://app.dcbyte.com/property/sdc-manhattan
wOpnAB,ASHBURN VA5,raging-wire-ashburn-va5,Colocation,Open,live,True,False,-77.47288,39.01796,Ashburn,Virginia,US,vWx5EJ,https://app.dcbyte.com/property/raging-wire-ashburn-va5
RNam6B,ATL15/16,digital-realty-atl15and16,Colocation,Open,committed,False,False,-84.324503771,33.619677931,Lake City,Georgia,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-atl15and16
nR25xB,OHS-1,iron-mountain-ohs-1,Colocation,Open,live,True,False,-84.236441403,39.590922844,Springboro,Ohio,US,XW5MYW,https://app.dcbyte.com/property/iron-mountain-ohs-1
GnX9vB,Orbit,orbit,Colocation,Open,live,True,False,174.728992545,-36.740550173,Rothesay Bay,Auckland,NZ,q26Jr2,https://app.dcbyte.com/property/orbit
RxnAvw,Southgate,southgate,Colocation,Open,"committed, early_stage",False,False,147.17652437,-41.442114044,Newstead,Tasmania,AU,WMqK3W,https://app.dcbyte.com/property/southgate
GLvpNB,BKK,bkk-cloudhq,Colocation,Open,early_stage,False,False,101.081946654,13.010242328,Ban Talat Bueng,Chon Buri,TH,dW7O0W,https://app.dcbyte.com/property/bkk-cloudhq
RpgddB,Kapua,kapua,Colocation,Open,live,True,False,175.221174581,-37.736339943,Hamilton,Waikato,NZ,q26Jr2,https://app.dcbyte.com/property/kapua
R88KZR,,corporate-data-center,Self-build,Open,live,True,False,14.3070901,48.298835,Linz,Upper Austria,AT,,https://app.dcbyte.com/property/corporate-data-center
R2b96R,"Ashburn, VA",ashburn--va,Colocation,Open,"live, under_construction",True,True,-77.459285216,39.018095765,Sterling,Virginia,US,1Ep4OE,https://app.dcbyte.com/property/ashburn--va
G6njPG,Da Nang Data Center,da-nang-data-center,Colocation,Open,committed,False,False,108.079869667,16.091639779,Lien Chieu,Da Nang,VN,2rDm7W,https://app.dcbyte.com/property/da-nang-data-center
G3Y9xB,Gloucester,gloucester,Colocation,Open,live,True,False,172.631968646,-43.529476874,Christchurch,Canterbury,NZ,q26Jr2,https://app.dcbyte.com/property/gloucester
Bg5l0G,ON3 Campus,on3-campus,Colocation,Open,landbanked,False,False,-74.153347446,40.829502912,Nutley,New Jersey,US,E8nk9l,https://app.dcbyte.com/property/on3-campus
BgqYKG,DFW1 Campus,qts-datacenters-dfw1-campus,Colocation,Open,"live, early_stage",True,False,-96.983004031,32.897278858,Coppell,Texas,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-dfw1-campus
Gy569G,JUNDIAÍ 1,jundiaí-1,Colocation,Open,"live, early_stage",True,False,-46.974252091,-23.191957085,Jundiai,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/jundiaí-1
GZN58G,Campinas 1,campinas-1,Colocation,Open,"live, early_stage",True,False,-47.153525944,-22.848041267,Hortolandia,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/campinas-1
BAyQMB,Boden,northern-data-boden,Colocation,Open,"live, under_construction, committed",True,True,21.684498641,65.804663831,Boden,Norrbotten,SE,l4bJDE,https://app.dcbyte.com/property/northern-data-boden
GDKn1R,Data Hills,data-hills,Colocation,Open,committed,False,False,2.497194984,48.967640484,Aulnay-sous-Bois,Ile-de-France,FR,l4jAZE,https://app.dcbyte.com/property/data-hills
w5XgvG,JUNDIAÍ 2,jundiaí-2,Colocation,Open,"live, committed",True,False,-46.973029004,-23.192403333,Jundiai,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/jundiaí-2
G6olmw,Vinhedo 1,vinhedo-1,Colocation,Open,"live, committed, early_stage",True,False,-47.011946276,-23.069750281,Vinhedo,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/vinhedo-1
GrZ2XG,1111 Comstock,1111-comstock-,Colocation,Open,live,True,False,-121.953077273,37.375254466,Santa Clara,California,US,4EKzRW,https://app.dcbyte.com/property/1111-comstock-
R2bK6R,Sumare 1,sumare-1,Colocation,Open,"committed, live",True,False,-47.212607296,-22.813176165,Hortolandia,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/sumare-1
wMP4xG,Hortolândia 2,ascenty-hortolândia-2,Colocation,Open,"committed, live, early_stage",True,False,-47.179454009,-22.894979958,Hortolandia,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/ascenty-hortolândia-2
BPdQkB,IDC Makassar,idc-makassar,Colocation,Open,live,True,False,119.414436617,-5.134657078,Makassar,South Sulawesi,ID,W3MPM2,https://app.dcbyte.com/property/idc-makassar
GlJD7B,,knox,Self-build,Open,live,True,False,145.247137157,-37.871372283,Knoxfield,Victoria,AU,,https://app.dcbyte.com/property/knox
w9xNpG,EWR1,ewr1,Colocation,Open,live,True,False,-74.033294243,40.719295129,Hoboken,New Jersey,US,WBB9RW,https://app.dcbyte.com/property/ewr1
B7ojbB,Fortaleza 1,fortaleza-1,Colocation,Open,"live, early_stage",True,False,-38.611231765,-3.830684994,Maracanau,Ceara,BR,8W1oA2,https://app.dcbyte.com/property/fortaleza-1
GrXO7B,Fort Data Centre,fort-data-centre,Colocation,Open,live,True,False,103.951313218,1.332357573,Singapore,,SG,WMqDmW,https://app.dcbyte.com/property/fort-data-centre
we8XVG,Red Admiral Campus,red-admiral-campus,Colocation,Open,early_stage,False,False,-7.328887923,53.400407864,Rochfortbridge,Leinster,IE,2gXQrl,https://app.dcbyte.com/property/red-admiral-campus
GlWygR,LF16,lf16,Colocation,Open,live,True,False,116.950817588,39.737965226,Xiji,Beijing,CN,z2wv3E,https://app.dcbyte.com/property/lf16
Gkx85w,EWR2,ewr2,Colocation,Open,live,True,False,-74.02523,40.761852,Weehawken,New Jersey,US,WBB9RW,https://app.dcbyte.com/property/ewr2
BEo4dG,Rio de Janeiro 1,ascenty-rio-de-janeiro-1,Colocation,Open,live,True,False,-43.34802854,-22.806044123,Sao Joao de Meriti,Rio de Janeiro,BR,8W1oA2,https://app.dcbyte.com/property/ascenty-rio-de-janeiro-1
BX4yaB,Rio de Janeiro 2,ascenty-rio-de-janeiro-2,Colocation,Open,"live, committed",True,False,-43.348352675,-22.805023283,Sao Joao de Meriti,Rio de Janeiro,BR,8W1oA2,https://app.dcbyte.com/property/ascenty-rio-de-janeiro-2
BPdOkB,,rzw,Self-build,Open,live,True,False,16.4562546,48.2295108,Gerasdorf bei Wien,Lower Austria,AT,,https://app.dcbyte.com/property/rzw
yGl0xG,DC13,equinix-dc13,Colocation,Open,live,True,False,-77.475638708,39.012487854,Ashburn,Virginia,US,XW5rEZ,https://app.dcbyte.com/property/equinix-dc13
GdYONw,Paulínia 1,paulínia-1,Colocation,Open,"live, committed",True,False,-47.135211958,-22.797127628,Paulinia,Sao Paulo,BR,8W1oA2,https://app.dcbyte.com/property/paulínia-1
BgVn6w,AMS01,ams01,Colocation,Open,"under_construction, committed",False,True,4.834139862,52.394950921,Zaandam,North Holland,NL,XW57Y2,https://app.dcbyte.com/property/ams01
BX49WB,BO1,coresite-bo1,Colocation,Open,live,True,False,-71.080025,42.376642,Somerville,Massachusetts,US,7ly68W,https://app.dcbyte.com/property/coresite-bo1
wVMDpG,Netcenter Vénissieux,netcenter-venissieux,Colocation,Open,live,True,False,4.862987,45.722494,Saint-Fons,Rhone-Alpes,FR,WVBBjW,https://app.dcbyte.com/property/netcenter-venissieux
2GdLqG,2055 East Technology Circle,digital-realty-2055-east-technology-circle,Colocation,Open,live,True,False,-111.899293,33.34462,San Carlos,Arizona,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-2055-east-technology-circle
Gz9PpR,DE1,coresite-de1,Colocation,Open,live,True,False,-104.995477,39.745623,Denver,Colorado,US,7ly68W,https://app.dcbyte.com/property/coresite-de1
Nwo7Kw,Tianjin Data Centre Campus,tianjin-data-centre-campus,Colocation,Open,"live, committed",True,False,117.185200819,39.308067699,Dazhangzhuang,Tianjin Shi,CN,m2PG1E,https://app.dcbyte.com/property/tianjin-data-centre-campus
DBA36G,MIL01,mil01data4,Colocation,Open,"live, under_construction, committed",True,True,9.036271,45.470817,Settimo Milanese,Lombardy,IT,OWBjW6,https://app.dcbyte.com/property/mil01data4
GnKrow,Project Horizon,project-horizon,Colocation,Open,early_stage,False,False,-102.845264223,30.962306778,Fort Stockton,Texas,US,WZn36W,https://app.dcbyte.com/property/project-horizon
bGzJZG,HAM001,ham001,Colocation,Open,live,True,False,10.001886,53.619829,Alsterdorf,Hamburg,DE,2PwmjE,https://app.dcbyte.com/property/ham001
GDPOpG,SV1,coresite-sv1,Colocation,Open,live,True,False,-121.891637,37.334185,San Jose,California,US,7ly68W,https://app.dcbyte.com/property/coresite-sv1
GD9jow,Mumbai DC1,mumbai-dc1,Colocation,Open,live,True,False,73.024175594,19.108503549,Airoli,Maharashtra,IN,02rZo2,https://app.dcbyte.com/property/mumbai-dc1
Grjn4G,DC2,coresite-dc2,Colocation,Open,live,True,False,-77.031276,38.903388,"Washington, D.C.","Washington, D.C.",US,7ly68W,https://app.dcbyte.com/property/coresite-dc2
R0lDKR,Jakarta 3,stt-jakarta-3,Colocation,Open,"under_construction, committed",False,True,107.202456886,-6.371787068,Cikarang,West Java,ID,W3JO0l,https://app.dcbyte.com/property/stt-jakarta-3
Bqlbyw,60 Hudson Street,datagryd-60-hudson-street,Colocation,Open,"live, under_construction, committed",True,True,-74.0101,40.717721,New York City,New York,US,WnoRvE,https://app.dcbyte.com/property/datagryd-60-hudson-street
G6o7Nw,Los Angeles Data Center,los-angeles-data-center,Colocation,Open,live,True,False,-118.368711645,33.889421451,Lawndale,California,US,olzzwl,https://app.dcbyte.com/property/los-angeles-data-center
Rxnp1w,Premier Park,pure-data-centres-premier-park,Colocation,Open,early_stage,False,False,-0.270701704,51.537099527,Acton,England,GB,XW57Y2,https://app.dcbyte.com/property/pure-data-centres-premier-park
RKa5zw,SEA1,sea1-,Colocation,Open,live,True,False,-122.348252,47.619564,Seattle,Washington,US,E8emV2,https://app.dcbyte.com/property/sea1-
wMP54G,Dallas Data Center,inap-dallas-data-center,Colocation,Open,live,True,False,-96.76872,33.015775,Plano,Texas,US,olzzwl,https://app.dcbyte.com/property/inap-dallas-data-center
R4DoXR,,kelly-house,Self-build,Open,live,True,False,-2.928376,53.192472,Blacon,England,GB,,https://app.dcbyte.com/property/kelly-house
B72Eew,,amazon-web-services-5945-wellington,Self-build,Open,"under_construction, committed",False,True,-77.585448977,38.789013159,Gainesville,Virginia,US,,https://app.dcbyte.com/property/amazon-web-services-5945-wellington
RpODqB,Leakes Road,leakes-road-,Colocation,Open,early_stage,False,False,144.758545684,-37.838449403,Truganina,Victoria,AU,WN3ngE,https://app.dcbyte.com/property/leakes-road-
R4knlB,EdgeCloudLink,edgecloudlink,Colocation,Open,live,True,False,-122.046942928,37.395919463,Sunnyvale,California,US,EpBr3l,https://app.dcbyte.com/property/edgecloudlink
GdzpbB,Jakarta 4,stt-jakarta-4,Colocation,Open,committed,False,False,107.203240091,-6.372917298,Cikarang,West Java,ID,W3JO0l,https://app.dcbyte.com/property/stt-jakarta-4
Gl4APG,Turlawada (Vizag),turlawada-(vizag),Colocation,Open,early_stage,False,False,83.337327235,17.813323703,Vepagunta,Andhra Pradesh,IN,6WVV5W,https://app.dcbyte.com/property/turlawada-(vizag)
RNQbZB,,orange-zaventem,Self-build,Open,live,True,False,4.503513,50.877704,Zaventem,Flanders,BE,,https://app.dcbyte.com/property/orange-zaventem
Gz9aMR,Germantown,germantown,Colocation,Open,"live, committed",True,False,-89.786292,35.063076,Germantown,Tennessee,US,Pl4XYl,https://app.dcbyte.com/property/germantown
wOpYgB,Fort Worth - Dallas,qts-fort-worth-dallas,Colocation,Open,"committed, live",True,False,-97.259059546,32.989124542,Roanoke,Texas,US,WVoAxE,https://app.dcbyte.com/property/qts-fort-worth-dallas
R2nZ6R,Makati,stt-gdc-makati,Colocation,Open,live,True,False,121.020078818,14.539023736,Makati City,Metro Manila,PH,EXAdv2,https://app.dcbyte.com/property/stt-gdc-makati
GDPpoG,Manassas Data Center,qts-datacenters-manassas-data-center,Colocation,Open,"live, committed",True,False,-77.513103,38.754505,Bull Run,Virginia,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-manassas-data-center
R4a5XG,Tacoma,colocation-northwest-tacoma,Colocation,Open,live,True,False,-122.436702,47.253285,Tacoma,Washington,US,NE8ogW,https://app.dcbyte.com/property/colocation-northwest-tacoma
BJLNWG,Liangjiang Tenglong Data Center,liangjiang-tenglong-data-center,Colocation,Open,"live, committed",True,False,106.516432253,29.798116568,Shuitu,Chongqing Shi,CN,5W38AE,https://app.dcbyte.com/property/liangjiang-tenglong-data-center
RYyQdR,South Hill SH1,centeris-data-centers-south-hill-sh1,Colocation,Open,live,True,False,-122.279262,47.160785,South Hill,Washington,US,XlqOeE,https://app.dcbyte.com/property/centeris-data-centers-south-hill-sh1
BJPDrG,Sarawak AI-DC 2,sarawak-ai-dc-2,Colocation,Open,early_stage,False,False,113.36417504,3.546060961,Bintulu,Sarawak,MY,WejorE,https://app.dcbyte.com/property/sarawak-ai-dc-2
BPPebB,,bhumishq-edge,Self-build,Open,live,True,False,57.493426,-20.244441,Ebene,Plaines Wilhems,MU,,https://app.dcbyte.com/property/bhumishq-edge
R8Lq9R,,qts-datacenters-overland-park---kansas-city-data-center,Self-build,Open,live,True,False,-94.673435,38.896221,Lenexa,Kansas,US,,https://app.dcbyte.com/property/qts-datacenters-overland-park---kansas-city-data-center
GDPp4G,Miami Data Center,qts-datacenters-miami-data-center,Colocation,Open,live,True,False,-80.379555,25.791457,Sweetwater,Florida,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-miami-data-center
R8QW9G,East Bangna,true-idc-east-bangna,Colocation,Open,"live, committed, under_construction",True,True,100.825812581,13.583272428,Bang Bo District,Samut Prakan,TH,OWBrKW,https://app.dcbyte.com/property/true-idc-east-bangna
B7mNvG,Videnca,videnca,Colocation,Open,live,True,False,18.016071,59.327113,Solna,Stockholm,SE,5W3KqW,https://app.dcbyte.com/property/videnca
Rjm18B,Suwanee DC1,qts-suwanee-dc1,Colocation,Open,"live, early_stage",True,False,-84.061389,34.035311,Suwanee,Georgia,US,WVoAxE,https://app.dcbyte.com/property/qts-suwanee-dc1
Gm4a5R,Zaragoza,zaragoza-grupoaire,Colocation,Open,live,True,False,-0.888954204,41.668707207,Almozara,Aragon,ES,lyXXe2,https://app.dcbyte.com/property/zaragoza-grupoaire
GddP4G,Mumbai Campus,mumbai-campus,Colocation,Open,"live, under_construction, committed, early_stage",True,True,72.993962514,19.17287929,Airoli,Maharashtra,IN,4EK0L2,https://app.dcbyte.com/property/mumbai-campus
wM215B,Johor Data Centre 3,johor-data-centre-3,Colocation,Open,live,True,False,103.520416633,1.618807464,Kelapa Sawit,Johor,MY,WMraYE,https://app.dcbyte.com/property/johor-data-centre-3
GL20oB,HE7,equinix-he7,Colocation,Open,"live, early_stage",True,False,24.775863,60.203875,Kilo,Uusimaa,FI,XW5rEZ,https://app.dcbyte.com/property/equinix-he7
GrjygG,,carriercolo-data-center-location-k,Self-build,Open,live,True,False,13.373395,52.432674,Mariendorf,Berlin,DE,,https://app.dcbyte.com/property/carriercolo-data-center-location-k
mG30lw,DUB 10,echelon-dub-10,Colocation,Open,live,True,False,-6.382962,53.330351,Cherry Orchard,,IE,PloDaW,https://app.dcbyte.com/property/echelon-dub-10
GnKNyw,Rayong,rayong-trueidc,Colocation,Open,"committed, under_construction",False,True,101.219164667,12.781664588,Nikhom Phattana,Rayong,TH,OWBrKW,https://app.dcbyte.com/property/rayong-trueidc
